Ticker,EBIT,Operating Income,Gross Profit,Total Revenue,Net Income,EBITDA,Invested Capital,Total Assets,Current Liabilities,Total Debt,Capital Expenditure,Free Cash Flow
PFE,3267000000.0,3359000000.0,33542000000.0,58496000000.0,2119000000.0,9557000000.0,159859000000.0,226501000000.0,47794000000.0,70845000000.0,-3907000000.0,4793000000.0
PM,11976000000.0,12176000000.0,22281000000.0,35174000000.0,7813000000.0,13374000000.0,36684000000.0,65304000000.0,26383000000.0,47909000000.0,-1321000000.0,7883000000.0
PSX,10395000000.0,7950000000.0,17336000000.0,147399000000.0,7015000000.0,12372000000.0,49942000000.0,75501000000.0,15856000000.0,19359000000.0,-2418000000.0,4611000000.0
PNW,927016000.0,824640000.0,1844609000.0,4695991000.0,501557000.0,1781152000.0,15202786000.0,24661153000.0,2889347000.0,10303194000.0,-1846370000.0,-638673000.0
POOL,746567000.0,746567000.0,1660044000.0,5541595000.0,523229000.0,786707000.0,2366107000.0,3428068000.0,770766000.0,1364484000.0,-60096000.0,828133000.0
TROW,2038000000.0,2038000000.0,3206100000.0,6460500000.0,1788700000.0,2519600000.0,9505100000.0,12278800000.0,475700000.0,308500000.0,-307900000.0,911200000.0
PFG,,,,13665800000.0,623200000.0,,14908000000.0,305046700000.0,,3992000000.0,-102000000.0,3690400000.0
PG,19109000000.0,18134000000.0,39246000000.0,82006000000.0,14653000000.0,21823000000.0,80565000000.0,120829000000.0,35756000000.0,35424000000.0,-3062000000.0,13786000000.0
PGR,5172100000.0,,,62082300000.0,3902400000.0,,26671800000.0,88690800000.0,,6888600000.0,-252000000.0,10391300000.0
PLD,4082906000.0,3084483000.0,6013134000.0,8023469000.0,3059214000.0,6567797000.0,82118277000.0,93020840000.0,3259369000.0,29598064000.0,,5373058000.0
PRU,,,,54265000000.0,2488000000.0,,48694000000.0,721123000000.0,,20874000000.0,,6510000000.0
PEG,3769000000.0,3474000000.0,4827000000.0,11237000000.0,2563000000.0,5093000000.0,35710000000.0,50741000000.0,5057000000.0,20406000000.0,-3325000000.0,481000000.0
PSA,2372073000.0,2319056000.0,3369744000.0,4517690000.0,2148327000.0,3342129000.0,14766455000.0,19809216000.0,598993000.0,9103277000.0,-461137000.0,2785511000.0
PHM,3449736000.0,3396305000.0,4719485000.0,16061578000.0,2602372000.0,3530560000.0,12845102000.0,16087050000.0,1557374000.0,2553399000.0,-92201000.0,2104561000.0
QRVO,142805000.0,313115000.0,1488495000.0,3769506000.0,-70322000.0,463738000.0,5544384000.0,6554635000.0,1230087000.0,1988012000.0,-127230000.0,705959000.0
QCOM,8137000000.0,7788000000.0,19951000000.0,35820000000.0,7232000000.0,9946000000.0,36979000000.0,51040000000.0,9628000000.0,15398000000.0,-1450000000.0,9849000000.0
PWR,1156869000.0,1092935000.0,2937086000.0,20882206000.0,744689000.0,1770669000.0,10470947000.0,16237225000.0,5213116000.0,4463697000.0,-434803000.0,1141149000.0
DGX,1293000000.0,1262000000.0,3053000000.0,9252000000.0,854000000.0,1732000000.0,11149000000.0,14022000000.0,1815000000.0,5498000000.0,-408000000.0,864000000.0
RL,819600000.0,831300000.0,4431800000.0,6631400000.0,646300000.0,1048600000.0,3590800000.0,6602600000.0,1467200000.0,2675300000.0,-164800000.0,904900000.0
RJF,,,,11468000000.0,1739000000.0,,13274000000.0,78360000000.0,,3139000000.0,-173000000.0,-3687000000.0
RTX,5489000000.0,5341000000.0,12089000000.0,68920000000.0,3195000000.0,9700000000.0,103625000000.0,161869000000.0,46761000000.0,45239000000.0,-3166000000.0,4717000000.0
O,1707980000.0,1722316000.0,3762029000.0,4078993000.0,872309000.0,3603157000.0,54461604000.0,57779357000.0,1890713000.0,21989695000.0,,2958769000.0
REG,526643000.0,468150000.0,927697000.0,1322466000.0,364557000.0,878925000.0,10961636000.0,12426913000.0,510612000.0,4798314000.0,,719591000.0
REGN,4272300000.0,4233200000.0,11301400000.0,13117200000.0,3953600000.0,4693300000.0,27956000000.0,33080200000.0,3423400000.0,2702900000.0,-926400000.0,3667600000.0
RF,,,,7574000000.0,2074000000.0,,18100000000.0,152194000000.0,,2330000000.0,-157000000.0,2151000000.0
RSG,2699700000.0,2847800000.0,6022300000.0,14964500000.0,1731000000.0,4299000000.0,23361700000.0,31410100000.0,4228300000.0,13069100000.0,-1631100000.0,1986700000.0
RMD,1151997000.0,1151997000.0,2355662000.0,4222993000.0,897556000.0,1349559000.0,5571039000.0,6751708000.0,758533000.0,1579908000.0,-134000000.0,559299000.0
RHI,464590000.0,464590000.0,2575004000.0,6392517000.0,411146000.0,563557000.0,1588351000.0,3010789000.0,1235111000.0,241899000.0,-45874000.0,591007000.0
ROK,1743800000.0,1693300000.0,3717000000.0,9058000000.0,1278000000.0,1994200000.0,6527800000.0,11304000000.0,3365300000.0,3334900000.0,-160500000.0,1214100000.0
ROL,605312000.0,588422000.0,1603407000.0,3073278000.0,434957000.0,705064000.0,1646343000.0,2595460000.0,576689000.0,816348000.0,-32465000.0,495901000.0
ROP,1907800000.0,1745200000.0,4307200000.0,6177800000.0,1384200000.0,2663000000.0,23774900000.0,28167500000.0,2963200000.0,6373400000.0,-108000000.0,1927100000.0
ROST,2545870000.0,2307663000.0,5575340000.0,20376941000.0,1874520000.0,2965302000.0,7332056000.0,14300109000.0,4185796000.0,5747704000.0,-762812000.0,1751678000.0
SBAC,984744000.0,1114717000.0,2098962000.0,2711584000.0,501812000.0,1701053000.0,7153433000.0,10178441000.0,1363259000.0,14463465000.0,-236698000.0,1307695000.0
SPGI,4005000000.0,4054000000.0,8356000000.0,12497000000.0,2626000000.0,5148000000.0,45659000000.0,60589000000.0,6125000000.0,12000000000.0,-143000000.0,3567000000.0
CRM,5999000000.0,5999000000.0,26316000000.0,34857000000.0,4136000000.0,9958000000.0,69072000000.0,99823000000.0,26631000000.0,12588000000.0,-736000000.0,9498000000.0
HSIC,629000000.0,695000000.0,3861000000.0,12339000000.0,416000000.0,877000000.0,6006000000.0,10573000000.0,2683000000.0,2741000000.0,-187000000.0,313000000.0
SCHW,,,,18837000000.0,5067000000.0,,90763000000.0,493178000000.0,,59081000000.0,-700000000.0,18887000000.0
SRE,3936000000.0,3715000000.0,6619000000.0,16720000000.0,3075000000.0,6163000000.0,58862000000.0,87181000000.0,10090000000.0,31076000000.0,-8397000000.0,-2179000000.0
NOW,1032000000.0,762000000.0,7050000000.0,8971000000.0,1731000000.0,1594000000.0,9116000000.0,17387000000.0,7365000000.0,2284000000.0,-694000000.0,2704000000.0
SHW,3527400000.0,3627500000.0,10758100000.0,23051900000.0,2388800000.0,4149900000.0,13566700000.0,22954400000.0,6626900000.0,11809700000.0,-888400000.0,2633500000.0
SPG,3553540000.0,2807022000.0,4630450000.0,5658836000.0,2283126000.0,4887124000.0,28954556000.0,34283495000.0,3456012000.0,26518284000.0,-793283000.0,3137510000.0
SWKS,1143200000.0,1153300000.0,2107300000.0,4772400000.0,982800000.0,1756900000.0,7375000000.0,8426700000.0,955700000.0,1509300000.0,-236100000.0,1620300000.0
AOS,745500000.0,757400000.0,1484800000.0,3852800000.0,556600000.0,823800000.0,1971700000.0,3213900000.0,945300000.0,155200000.0,-72600000.0,597700000.0
SJM,1260700000.0,1448900000.0,3115400000.0,8178700000.0,744000000.0,1691500000.0,16057900000.0,20273700000.0,3761100000.0,8548000000.0,-586500000.0,642900000.0
SNA,1377900000.0,1310400000.0,2619600000.0,5108300000.0,1011100000.0,1477200000.0,6271500000.0,7544900000.0,941600000.0,1278600000.0,-95000000.0,1059200000.0
SOLV,1480000000.0,1480000000.0,4560000000.0,8241000000.0,692000000.0,2041000000.0,11712000000.0,14377000000.0,1771000000.0,8303000000.0,-290000000.0,1625000000.0
SO,6791000000.0,5826000000.0,11708000000.0,25253000000.0,3976000000.0,11777000000.0,93444000000.0,139331000000.0,13467000000.0,63490000000.0,-9095000000.0,-1542000000.0
LUV,869000000.0,224000000.0,4223000000.0,26091000000.0,465000000.0,2391000000.0,18522000000.0,36487000000.0,12256000000.0,9200000000.0,-3553000000.0,-389000000.0
SWK,183700000.0,641900000.0,3932600000.0,15781100000.0,-310500000.0,808800000.0,16233000000.0,23663800000.0,5883200000.0,7304600000.0,-338700000.0,852600000.0
SBUX,5952000000.0,5502900000.0,9846200000.0,35975600000.0,4124500000.0,7402300000.0,7404900000.0,29445500000.0,9345300000.0,24599800000.0,-2333600000.0,3675100000.0
STT,,,,11945000000.0,1944000000.0,,43136000000.0,297258000000.0,,21500000000.0,-816000000.0,-126000000.0
STLD,3295427000.0,3423214000.0,4045883000.0,18795316000.0,2450882000.0,3733231000.0,11937722000.0,14908420000.0,2332296000.0,3071056000.0,-1657905000.0,1862023000.0
SYK,3906000000.0,3906000000.0,13058000000.0,20498000000.0,3165000000.0,4934000000.0,31588000000.0,39912000000.0,7921000000.0,12995000000.0,-575000000.0,3136000000.0
SMCI,764788000.0,761142000.0,1283012000.0,7123482000.0,639998000.0,799692000.0,2262307000.0,3674729000.0,1374652000.0,290302000.0,-36793000.0,626787000.0
SNPS,1302960000.0,1346261000.0,4620426000.0,5842619000.0,1229888000.0,1550080000.0,6165386000.0,10333131000.0,2985451000.0,687803000.0,-191822000.0,1511452000.0
SYF,,,,13627000000.0,2238000000.0,,29151000000.0,117479000000.0,,15982000000.0,,8593000000.0
SYY,2812107000.0,3038549000.0,13954997000.0,76324675000.0,1770124000.0,3700784000.0,12419169000.0,22821145000.0,8540433000.0,11165867000.0,-793325000.0,2074277000.0
TJX,,,,,,,9723000000.0,28349000000.0,10305000000.0,12744000000.0,-1457000000.0,2627000000.0
TMUS,14334000000.0,14241000000.0,48370000000.0,78558000000.0,8317000000.0,27152000000.0,139733000000.0,207682000000.0,20928000000.0,113086000000.0,-10811000000.0,7748000000.0
TTWO,-3562200000.0,-1143900000.0,2241800000.0,5349600000.0,-3744200000.0,-1800600000.0,8750800000.0,12216900000.0,2406400000.0,3534000000.0,-141700000.0,-157800000.0
TPR,1170700000.0,1172400000.0,4714900000.0,6660900000.0,936000000.0,1352900000.0,3938600000.0,7116800000.0,1286500000.0,3292000000.0,-184200000.0,791000000.0
TGT,5799000000.0,5707000000.0,29676000000.0,107412000000.0,4138000000.0,8600000000.0,29470000000.0,55356000000.0,19304000000.0,19646000000.0,-4806000000.0,3815000000.0
TRGP,2630300000.0,2626200000.0,4054300000.0,16060300000.0,1345900000.0,3959900000.0,15403800000.0,20671800000.0,2760900000.0,13010400000.0,-2385400000.0,826200000.0
TDY,1036200000.0,1046800000.0,2439400000.0,5635500000.0,885700000.0,1352600000.0,12466100000.0,14527900000.0,1766100000.0,3244900000.0,-114900000.0,721200000.0
TFX,519094000.0,562713000.0,1646931000.0,2974489000.0,356328000.0,761212000.0,6256060000.0,7532546000.0,606745000.0,1926372000.0,-91442000.0,419196000.0
TER,529378000.0,522345000.0,1536748000.0,2676298000.0,448752000.0,640264000.0,2525897000.0,3486824000.0,659951000.0,82614000.0,-159642000.0,425589000.0
TSLA,10129000000.0,8891000000.0,17660000000.0,96773000000.0,14999000000.0,14796000000.0,67291000000.0,106618000000.0,28748000000.0,9573000000.0,-8899000000.0,4357000000.0
TXN,7771000000.0,7331000000.0,11019000000.0,17519000000.0,6510000000.0,9009000000.0,28120000000.0,32348000000.0,3320000000.0,11223000000.0,-5071000000.0,1349000000.0
TXT,1164000000.0,1053000000.0,2278000000.0,13683000000.0,921000000.0,1559000000.0,10861000000.0,16856000000.0,4378000000.0,3874000000.0,-402000000.0,864000000.0
TMO,7673000000.0,7318000000.0,17100000000.0,42857000000.0,5995000000.0,11079000000.0,81652000000.0,98726000000.0,14012000000.0,34917000000.0,-1479000000.0,6927000000.0
MMM,-8746000000.0,-9035000000.0,14204000000.0,32681000000.0,-6995000000.0,-6759000000.0,20842000000.0,50580000000.0,15297000000.0,16854000000.0,-1615000000.0,5065000000.0
TSCO,1478912000.0,1478912000.0,5228219000.0,14555741000.0,1107226000.0,1871961000.0,3878762000.0,9188151000.0,2177082000.0,5036018000.0,-753883000.0,580150000.0
TDG,2880000000.0,2933000000.0,3842000000.0,6585000000.0,1298000000.0,3148000000.0,17766000000.0,19970000000.0,1579000000.0,19766000000.0,-139000000.0,1236000000.0
TRV,3747000000.0,,,41373000000.0,2991000000.0,,32952000000.0,125978000000.0,,8031000000.0,,7711000000.0
TRMB,518000000.0,494400000.0,2332800000.0,3798700000.0,311300000.0,768600000.0,7566700000.0,9539300000.0,1829300000.0,3188500000.0,-42000000.0,555100000.0
TFC,,,,23390000000.0,-1091000000.0,,112122000000.0,535349000000.0,,59694000000.0,,8631000000.0
FOXA,2085000000.0,2764000000.0,,14913000000.0,1239000000.0,2496000000.0,17588000000.0,21866000000.0,3763000000.0,8207000000.0,-357000000.0,1443000000.0
FOX,2085000000.0,2764000000.0,,14913000000.0,1239000000.0,2496000000.0,17588000000.0,21866000000.0,3763000000.0,8207000000.0,-357000000.0,1443000000.0
TYL,221865000.0,218537000.0,861099000.0,1951751000.0,165919000.0,392632000.0,3584002000.0,4676663000.0,1001138000.0,696889000.0,-53009000.0,327431000.0
TSN,-323000000.0,386000000.0,2631000000.0,52881000000.0,-648000000.0,1016000000.0,27639000000.0,36251000000.0,6499000000.0,9506000000.0,-1939000000.0,-187000000.0
UDR,657460000.0,286953000.0,392523000.0,1627501000.0,444353000.0,1349298000.0,9745238000.0,11373242000.0,848924000.0,5984545000.0,-312347000.0,520317000.0
USB,,,,28013000000.0,5429000000.0,,111433000000.0,663491000000.0,,62935000000.0,,8447000000.0
UBER,2954000000.0,1110000000.0,14824000000.0,37281000000.0,1887000000.0,3777000000.0,20708000000.0,38699000000.0,9454000000.0,11199000000.0,-223000000.0,3362000000.0
ULTA,1686539000.0,1686539000.0,4381100000.0,11207303000.0,1291005000.0,1930379000.0,2279328000.0,5707011000.0,1658191000.0,1911092000.0,-435267000.0,1040999000.0
UNP,9573000000.0,9082000000.0,10529000000.0,24119000000.0,6379000000.0,11891000000.0,47367000000.0,67132000000.0,5106000000.0,34179000000.0,-3606000000.0,4773000000.0
UAL,5161000000.0,5160000000.0,15199000000.0,53717000000.0,2618000000.0,7832000000.0,38399000000.0,71104000000.0,22203000000.0,34417000000.0,-7171000000.0,-260000000.0
UPS,9358000000.0,9141000000.0,17231000000.0,90958000000.0,6708000000.0,12724000000.0,39570000000.0,70857000000.0,17676000000.0,26729000000.0,-5158000000.0,5080000000.0
URI,3846000000.0,3855000000.0,5813000000.0,14332000000.0,2424000000.0,6627000000.0,19648000000.0,25589000000.0,3637000000.0,12662000000.0,-4070000000.0,634000000.0
UNH,32358000000.0,32358000000.0,90958000000.0,371622000000.0,22381000000.0,36330000000.0,151293000000.0,273720000000.0,99054000000.0,62537000000.0,-3386000000.0,25682000000.0
UHS,1142637000.0,1175381000.0,12749148000.0,14281976000.0,717795000.0,1710678000.0,11061470000.0,13967602000.0,2013347000.0,5366628000.0,-743055000.0,524742000.0
VLO,12360000000.0,11858000000.0,12889000000.0,144766000000.0,8835000000.0,15061000000.0,37870000000.0,63056000000.0,16802000000.0,12637000000.0,-911000000.0,8318000000.0
VTR,534276000.0,415514000.0,1936581000.0,4497827000.0,-40973000.0,1949153000.0,22978954000.0,24725433000.0,1182268000.0,13685630000.0,-643005000.0,476868000.0
VLTO,1126000000.0,1140000000.0,2901000000.0,5021000000.0,839000000.0,1213000000.0,4012000000.0,5693000000.0,1265000000.0,2777000000.0,-54000000.0,909000000.0
VRSN,1051800000.0,1000600000.0,1295800000.0,1493100000.0,817600000.0,1095900000.0,209200000.0,1749000000.0,1188500000.0,1797500000.0,-45800000.0,808000000.0
VZ,22511000000.0,28718000000.0,79087000000.0,133974000000.0,11614000000.0,40135000000.0,243104000000.0,380255000000.0,53223000000.0,174942000000.0,-24563000000.0,12912000000.0
VRSK,1142700000.0,1131700000.0,1804900000.0,2681400000.0,614400000.0,1424100000.0,3142200000.0,4366100000.0,771400000.0,3095400000.0,-230000000.0,830700000.0
VRTX,4423900000.0,4307500000.0,8607000000.0,9869200000.0,3619600000.0,4605200000.0,17580400000.0,22730200000.0,3547400000.0,808400000.0,-258400000.0,3278900000.0
PARA,-333000000.0,-552000000.0,7264000000.0,29652000000.0,-608000000.0,85000000.0,37128000000.0,53543000000.0,9656000000.0,15858000000.0,-328000000.0,147000000.0
VTRS,776000000.0,983300000.0,6438600000.0,15426900000.0,54700000.0,3516500000.0,38590200000.0,47685500000.0,7777400000.0,18371200000.0,-474500000.0,2325100000.0
VICI,3366537000.0,3344848000.0,3584899000.0,3611988000.0,2513540000.0,3370835000.0,41980056000.0,44059841000.0,664840000.0,17628522000.0,-4035000.0,2176974000.0
V,21681000000.0,21927000000.0,26086000000.0,32653000000.0,17273000000.0,22624000000.0,59196000000.0,90499000000.0,23098000000.0,20463000000.0,-1059000000.0,19696000000.0
VST,2617000000.0,2710000000.0,5520000000.0,14779000000.0,1493000000.0,4573000000.0,17233000000.0,32966000000.0,9823000000.0,14684000000.0,-1676000000.0,3777000000.0
VMC,1441200000.0,1379300000.0,1948500000.0,7781900000.0,933200000.0,2044300000.0,11361200000.0,14545700000.0,797600000.0,4385200000.0,-872600000.0,664200000.0
WAB,1310000000.0,1266000000.0,2944000000.0,9677000000.0,815000000.0,1787000000.0,14556000000.0,18988000000.0,4056000000.0,4069000000.0,-186000000.0,1015000000.0
WMT,24531000000.0,27012000000.0,157983000000.0,648125000000.0,15511000000.0,36384000000.0,124318000000.0,252399000000.0,92415000000.0,61321000000.0,-20606000000.0,15120000000.0
WBA,-4839000000.0,-7133000000.0,27072000000.0,139081000000.0,-3080000000.0,-2582000000.0,29084000000.0,96628000000.0,24535000000.0,33534000000.0,-2117000000.0,141000000.0
WBD,-1642000000.0,-886000000.0,16795000000.0,41321000000.0,-3126000000.0,22367000000.0,88895000000.0,122757000000.0,15332000000.0,43669000000.0,-1316000000.0,6161000000.0
WM,3521000000.0,3823000000.0,7820000000.0,20426000000.0,2304000000.0,5592000000.0,23132000000.0,32823000000.0,4226000000.0,16229000000.0,-2895000000.0,1824000000.0
WAT,835104000.0,817676000.0,1761193000.0,2956416000.0,642234000.0,1001009000.0,3505854000.0,4626854000.0,789580000.0,2442264000.0,-160632000.0,442177000.0
ELV,8745000000.0,,,171340000000.0,5987000000.0,,64426000000.0,108928000000.0,,25120000000.0,-1296000000.0,6765000000.0
WFC,,,,82597000000.0,19142000000.0,,385739000000.0,1932468000000.0,,219471000000.0,,40358000000.0
WELL,957893000.0,940454000.0,2530455000.0,6478231000.0,340094000.0,2401110000.0,41139925000.0,44012166000.0,1099922000.0,16118779000.0,-50699000.0,1551162000.0
WST,707000000.0,707400000.0,1129200000.0,2949800000.0,593400000.0,844300000.0,3087800000.0,3829500000.0,671800000.0,309000000.0,-362000000.0,414500000.0
WDC,-1248000000.0,-1092000000.0,1887000000.0,12318000000.0,-1706000000.0,-420000000.0,17917000000.0,24429000000.0,5434000000.0,7070000000.0,-821000000.0,-1229000000.0
WRK,-1169500000.0,1218900000.0,3584500000.0,20310000000.0,-1649000000.0,366300000.0,18664600000.0,27443700000.0,4919400000.0,8583900000.0,-1142100000.0,685800000.0
WY,1217000000.0,1127000000.0,1682000000.0,7674000000.0,839000000.0,1717000000.0,15305000000.0,16983000000.0,788000000.0,5088000000.0,-680000000.0,753000000.0
WMB,5641000000.0,4182000000.0,6801000000.0,10907000000.0,3179000000.0,7712000000.0,38805000000.0,52627000000.0,5830000000.0,26462000000.0,-2567000000.0,3371000000.0
WEC,2263200000.0,2086900000.0,3601300000.0,8893000000.0,1332900000.0,3527400000.0,30376200000.0,43939700000.0,5114800000.0,18797900000.0,-2492900000.0,525500000.0
WYNN,1036892000.0,1075006000.0,2823334000.0,6531897000.0,729994000.0,1724162000.0,11486955000.0,13996223000.0,2200454000.0,13370086000.0,-507176000.0,740703000.0
XEL,2629000000.0,2588000000.0,5979000000.0,14206000000.0,1771000000.0,5196000000.0,43866000000.0,64079000000.0,5652000000.0,27514000000.0,-5854000000.0,-527000000.0
XYL,684000000.0,728000000.0,2717000000.0,7364000000.0,609000000.0,1120000000.0,12450000000.0,16112000000.0,2205000000.0,2390000000.0,-271000000.0,566000000.0
YUM,2331000000.0,2309000000.0,3496000000.0,7076000000.0,1597000000.0,2484000000.0,3287000000.0,6231000000.0,1277000000.0,12031000000.0,-285000000.0,1318000000.0
ZBRA,467000000.0,585000000.0,2123000000.0,4584000000.0,296000000.0,643000000.0,5256000000.0,7306000000.0,1598000000.0,2414000000.0,-87000000.0,-91000000.0
ZBH,1268500000.0,1451300000.0,5310400000.0,7394200000.0,1024000000.0,2220200000.0,18393100000.0,21496900000.0,2857400000.0,5912600000.0,-377500000.0,1204100000.0
ZTS,3175000000.0,3069000000.0,5983000000.0,8544000000.0,2344000000.0,3666000000.0,11564000000.0,14286000000.0,1889000000.0,6755000000.0,-732000000.0,1621000000.0
ACGL,3518000000.0,,,13294000000.0,4443000000.0,,20249000000.0,58906000000.0,,2726000000.0,-52000000.0,5697000000.0
BG,3567000000.0,3130000000.0,4845000000.0,59540000000.0,2243000000.0,4018000000.0,15732000000.0,25372000000.0,7687000000.0,5756000000.0,-1122000000.0,2186000000.0
